Code,Name,IndustryName,Exchange,TotalShares
SunCo,CTCP Xây dựng Thương mại Thái Dương,"Xây dựng nhà cửa, cao ốc",OTC,0
SunGroup,CTCP Tập đoàn Mặt trời - Sun Group,"Xây dựng nhà cửa, cao ốc",OTC,0
T12,CTCP Thương mại Dịch vụ Tràng Thi,Bán buôn hàng lâu bền,UPCoM,13500000
TA3,CTCP Đầu tư và Xây lắp Thành An 386,Xây dựng công nghiệp nặng và dân dụng,UPCoM,2309908
TA6,CTCP Đầu tư và Xây lắp Thành An 665,Xây dựng công nghiệp nặng và dân dụng,UPCoM,3000000
TA9,CTCP Xây lắp Thành An 96,Xây dựng công nghiệp nặng và dân dụng,HNX,12419787
TAC,CTCP Dầu thực vật Tường An,Sản xuất thực phẩm,HOSE,33879648
TAFM,CTCP Quản lý Quỹ Đầu tư Pacific Bridge,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
TAFiCO,CTCP Xi măng Fico Tây Ninh,Chăn nuôi,OTC,0
TAG,CTCP Thế Giới Số Trần Anh,Cửa hàng thiết bị điện tử gia đình,UPCoM,24914991
TAHUE,CTCP Thuận An,Chăn nuôi,OTC,0
TAN,Công ty TNHH MTV Cà phê Thuận An,Trồng trọt,UPCoM,1613690
TANISUGAR,CTCP Mía đường Tây Ninh,Hoạt động hỗ trợ cho nông lâm nghiệp,OTC,0
TAP,CTCP Đô thị Tân An,"Nước, chất thải và các hệ thống khác",UPCoM,1416700
TAPIOCA,CTCP Khoai Mì Nước Trong,Hoạt động hỗ trợ cho nông lâm nghiệp,OTC,0
TAR,CTCP Nông nghiệp Công nghệ cao Trung An,Sản xuất thực phẩm,HNX,41999977
TARCO,CTCP Đăng kiểm Xe cơ giới Tây Ninh,Hỗ trợ vận tải,OTC,0
TARUCO,Công ty TNHH MTV Cao su 1-5 Tây Ninh,Chăn nuôi,Khác,0
TAS,CTCP Chứng khoán Tràng An,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,13900000
TAW,CTCP Cấp nước Trung An,"Nước, chất thải và các hệ thống khác",UPCoM,5000000
TB8,CTCP Sản xuất và Kinh doanh Vật tư Thiết bị - VVMI,"Sản xuất thiết bị, máy móc",UPCoM,1250000
TBC,CTCP Thủy điện Thác Bà,"Phát, truyền tải và phân phối điện năng",HOSE,63500000
TBD,Tổng Công ty Thiết bị Điện Đông Anh - CTCP,"Sản xuất trang thiết bị, dụng cụ điện",UPCoM,32486392
TBN,CTCP Thoát nước và Xử lý Nước thải Bắc Ninh,"Nước, chất thải và các hệ thống khác",OTC,4417592
TBR,CTCP Địa ốc Tân Bình,Phát triển bất động sản,OTC,8060000
TBT,CTCP Xây dựng Công trình Giao thông Bến Tre,Xây dựng công nghiệp nặng và dân dụng,UPCoM,1656470
TBX,CTCP Xi măng Thái Bình,Sản xuất sản phẩm khoáng chất phi kim,HNX,1510280
TC6,CTCP Than Cọc Sáu - Vinacomin,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HNX,32496105
TCB,Ngân hàng TMCP Kỹ thương Việt Nam,Trung gian tín dụng và các hoạt động liên quan,HOSE,3504906230
TCBS,CTCP Chứng khoán Kỹ thương,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,30000000
TCD,CTCP Đầu tư Phát triển Công nghiệp và Vận tải,Xây dựng công nghiệp nặng và dân dụng,HOSE,82294590
TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,Bán buôn hàng lâu bền,HOSE,362994014
TCI,CTCP Chứng khoán Thành Công,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",UPCoM,49500000
TCJ,CTCP Tô Châu,Sản xuất thực phẩm,UPCoM,10000000
TCK,Tổng Công ty Cơ khí Xây dựng - CTCP,"Sản xuất thiết bị, máy móc",UPCoM,23850000
TCL,CTCP Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Hỗ trợ vận tải,HOSE,30158436
TCM,CTCP Dệt may - Đầu tư - Thương mại Thành Công,Sản xuất các sản phẩm may mặc,HOSE,62068349
TCO,CTCP Vận tải Đa phương thức Duyên Hải,Hỗ trợ vận tải,HOSE,18711000
TCR,CTCP Công nghiệp Gốm sứ Taicera,Sản xuất sản phẩm khoáng chất phi kim,HOSE,10373190
TCS,CTCP Than Cao Sơn - Vinacomin,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),Khác,26846773
TCT,CTCP Cáp treo Núi Bà Tây Ninh,Vận chuyển du lịch,HOSE,12788000
TCVN,Công ty TNHH Tư vấn Đầu tư Chứng khoán TC Capital Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,0
TCW,CTCP Kho Vận Tân Cảng,Hỗ trợ vận tải,UPCoM,19991020
TDA,CTCP Đầu tư Xây lắp và Vật liệu Xây dựng Đông Anh,Sản xuất sản phẩm khoáng chất phi kim,OTC,2950000
TDAuditing,Công ty TNHH Kiểm toán và Tư vấn Tài chính Kế toán Thanh Đức,Dịch vụ pháp lý,Khác,0
TDB,CTCP Thủy điện Định Bình,"Phát, truyền tải và phân phối điện năng",UPCoM,8230000
TDC,CTCP Kinh doanh và Phát triển Bình Dương,Phát triển bất động sản,HOSE,100000000
TDCorp,CTCP Phát triển Kỹ thuật Xây dựng,"Xây dựng nhà cửa, cao ốc",OTC,2500000
TDF,CTCP Trung Đô,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,30000000
TDG,CTCP Dầu khí Thái Dương,Bán buôn hàng tiêu dùng,HOSE,16770000
TDH,CTCP Phát triển Nhà Thủ Đức,Bất động sản ,HOSE,112652767
TDLA,CTCP Bê tông Ly tâm Thủ Đức - Long An,"Sản xuất thiết bị, máy móc",OTC,0
TDM,CTCP Nước Thủ Dầu Một,"Nước, chất thải và các hệ thống khác",HOSE,100000000
TDN,CTCP Than Đèo Nai - Vinacomin,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HNX,29439097
TDP,CTCP Thuận Đức,Sản xuất các sản phẩm nhựa và cao su,HOSE,53759837
TDS,CTCP Thép Thủ Đức - VNSTEEL,Sản xuất các sản phẩm kim loại cơ bản,UPCoM,12225393
TDT,CTCP Đầu tư và Phát triển TDT,Sản xuất các sản phẩm may mặc,HNX,13946144
TDW,CTCP Cấp nước Thủ Đức,"Nước, chất thải và các hệ thống khác",HOSE,8500000
TEC,CTCP TRAENCO,"Tổ chức tôn giáo, từ thiện, dân sự, nghề nghiệp và các tổ chức tương tự",UPCoM,1660340
TEDI,Tổng Công ty Tư vấn Thiết kế GTVT - CTCP,Hỗ trợ vận tải,OTC,0
TEG,CTCP Năng lượng và Bất động sản Trường Thành,Sản xuất sản phẩm khoáng chất phi kim,HOSE,32383642
TEKCAST,CTCP Công nghệ và Truyền hình,Viễn thông,OTC,0
TEL,CTCP Phát triển Công trình Viễn thông,Xây dựng công nghiệp nặng và dân dụng,UPCoM,5000000
TET,CTCP Vải sợi May mặc Miền Bắc,Sản xuất các sản phẩm may mặc,HNX,5702940
TFC,CTCP Trang,Sản xuất thực phẩm,HNX,16829994
TGG,CTCP Xây dựng và Đầu tư Trường Giang,Xây dựng công nghiệp nặng và dân dụng,HOSE,27299990
TGP,CTCP Trường Phú,Viễn thông,UPCoM,10000000
TH1,CTCP Xuất nhập khẩu tổng hợp 1 Việt Nam,Bán buôn hàng tiêu dùng,UPCoM,13539267
THA,CTCP Ô tô Trường Hải,Sản xuất phương tiện vận tải,OTC,250000000
THB,CTCP Bia Hà Nội - Thanh Hóa,Sản xuất đồ uống và thuốc lá,HNX,11424570
THD,CTCP Thaiholdings,Xây dựng công nghiệp nặng và dân dụng,HNX,350000000
THG,CTCP Đầu tư và Xây dựng Tiền Giang,Sản xuất sản phẩm khoáng chất phi kim,HOSE,14519560
THI,CTCP Thiết bị Điện,"Sản xuất thiết bị, máy móc",HOSE,48800000
THMilk,TH Milk Joint Stock Company,Sản xuất thực phẩm,OTC,0
THN,CTCP Cấp nước Thanh Hóa,"Nước, chất thải và các hệ thống khác",UPCoM,32995411
THP,CTCP Thủy sản và Thương mại Thuận Phước,Sản xuất thực phẩm,UPCoM,21611185
THR,CTCP Đường sắt Thuận Hải,Hỗ trợ vận tải,UPCoM,1688860
THS,CTCP Thanh Hoa - Sông Đà,Bán buôn hàng lâu bền,HNX,3000000
THT,CTCP Than Hà Tu - Vinacomin,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HNX,24569052
THU,CTCP Môi trường và Công trình Đô thị Thanh Hóa,"Nước, chất thải và các hệ thống khác",UPCoM,3297790
THV,CTCP Tập đoàn Thái Hòa Việt Nam,Sản xuất thực phẩm,OTC,0
THW,CTCP Cấp nước Tân Hòa,"Nước, chất thải và các hệ thống khác",UPCoM,5000000
TIC,CTCP Đầu tư Điện Tây Nguyên,"Phát, truyền tải và phân phối điện năng",Khác,24656988
TID,CTCP Tổng Công ty Tín Nghĩa,Sản xuất thực phẩm,UPCoM,200000000
TIE,CTCP TIE,Bán buôn hàng lâu bền,UPCoM,9569900
TIG,CTCP Tập đoàn Đầu tư Thăng Long,Bất động sản ,HNX,90915304
TIIDC,Công ty TNHH MTV Đầu tư Phát triển Hạ tầng Thanh Hóa,"Xây dựng nhà cửa, cao ốc",Khác,0
TIP,CTCP Phát triển Khu Công nghiệp Tín Nghĩa,Bất động sản ,HOSE,26003143
TIS,CTCP Gang thép Thái Nguyên,Sản xuất các sản phẩm kim loại cơ bản,UPCoM,184000000
TIX,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Bất động sản ,HOSE,30000000
TJC,CTCP Dịch vụ Vận tải và Thương mại,Vận tải đường thủy,HNX,8600000
TKA,CTCP Bao bì Tân Khánh An,Sản xuất các sản phẩm nhựa và cao su,UPCoM,3800000
TKC,CTCP Xây dựng và Kinh doanh Địa ốc Tân Kỷ,"Xây dựng nhà cửa, cao ốc",HNX,11382232
TKR,CTCP Cao su Tân Biên - Kampongthom,Sản xuất các sản phẩm gỗ,OTC,0
TKSC,CTCP Chứng khoán Tonkin,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,15000000
TKTAudit,Công ty TNHH Kiểm toán và Tư vấn TKT,Dịch vụ pháp lý,Khác,0
TKU,CTCP Công nghiệp Tung Kuang,Sản xuất các sản phẩm kim loại cơ bản,HNX,4997562
TL4,Tổng Công ty cổ phần Xây dựng Thủy Lợi 4,"Xây dựng nhà cửa, cao ốc",UPCoM,16008338
TLC,CTCP Viễn thông Thăng Long,Viễn thông,OTC,0
TLCF,CTCP Quản lý Quỹ FIDES (VIỆT NAM),"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
TLD,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Sản xuất các sản phẩm gỗ,HOSE,39956372
TLG,CTCP Tập đoàn Thiên Long,Sản xuất khác,HOSE,77794453
TLG6,CTCP Xây dựng số 6 Thăng Long,"Xây dựng nhà cửa, cao ốc",OTC,0
TLH,CTCP Tập đoàn Thép Tiến Lên,Bán buôn hàng lâu bền,HOSE,102110621
TLI,CTCP May Quốc tế Thắng Lợi,Sản xuất các sản phẩm may mặc,UPCoM,3000000
TLMECO,CTCP Cơ khí 4 và Xây dựng Thăng Long,"Xây dựng nhà cửa, cao ốc",OTC,2057921
TLP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Trạm xăng,UPCoM,236600000
TLT,CTCP Viglacera Thăng Long ,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,6989800
TMB,CTCP Kinh doanh Than Miền Bắc - Vinacomin,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HNX,15000000
TMC,CTCP Thương mại Xuất nhập khẩu Thủ Đức,Trạm xăng,HNX,12400000
TMD,CTCP Thương mại và Đại lý Dầu Tỉnh Bà Rịa - Vũng Tàu,Cửa hàng đồ nội thất và đồ dùng gia đình,OTC,4513859
TMDTKH,CTCP Thương mại và Đầu tư Khánh Hòa,Chăn nuôi,Khác,0
TMG,CTCP Kim loại màu Thái Nguyên - Vimico,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),UPCoM,18000000
TMMNThanhHoa,CTCP Thương mại Miền Núi Thanh Hóa,Bán buôn hàng lâu bền,OTC,0
TMP,CTCP Thủy điện Thác Mơ,"Phát, truyền tải và phân phối điện năng",HOSE,70000000
TMPhuongDong,CTCP Sản xuất và Thương mại Phương Đông,"Sản xuất hóa chất, dược phẩm",OTC,0
TMQN,CTCP Thương mại Quảng Ninh,Bán buôn hàng tiêu dùng,OTC,0
TMS,CTCP Transimex,Hỗ trợ vận tải,HOSE,81442935
TMT,CTCP Ô tô TMT,Sản xuất phương tiện vận tải,HOSE,37287680
TMW,CTCP Tổng hợp Gỗ Tân Mai,Sản xuất các sản phẩm gỗ,UPCoM,4662350
TMX,CTCP VICEM Thương mại Xi măng,"Kinh doanh vật liệu xây dựng, trang thiết bị làm vườn",HNX,6000000
TN1,CTCP Thương mại Dịch vụ TNS Holdings,Bất động sản ,HOSE,21405984
TNA,CTCP Thương mại Xuất nhập khẩu Thiên Nam,Bán buôn hàng lâu bền,HOSE,39730884
TNB,CTCP Thép Nhà Bè - VNSTEEL,Sản xuất các sản phẩm kim loại cơ bản,UPCoM,11500000
TNC,CTCP Cao su Thống Nhất,"Sản xuất hóa chất, dược phẩm",HOSE,19250000
TND,CTCP Than Tây Nam Đá mài - Vinacomin,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),Khác,16000000
TNG,CTCP Đầu tư và Thương mại TNG,Sản xuất các sản phẩm may mặc,HNX,73996005
TNH,CTCP Bệnh viện Quốc tế Thái Nguyên,Dịch vụ chăm sóc sức khỏe ngoại trú,HOSE,41500000
TNI,CTCP Tập đoàn Thành Nam,Bán buôn hàng lâu bền,HOSE,52500000
TNM,CTCP Xuất nhập khẩu và Xây dựng Công trình,Xây dựng công nghiệp nặng và dân dụng,UPCoM,5800000
TNP,CTCP Cảng Thị Nại,Hỗ trợ vận tải,UPCoM,7100000
TNS,CTCP Thép tấm lá Thống Nhất,Sản xuất các sản phẩm kim loại cơ bản,UPCoM,20000000
TNT,CTCP Tài Nguyên,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HOSE,25500000
TNW,CTCP Nước sạch Thái Nguyên,"Nước, chất thải và các hệ thống khác",UPCoM,16000000
TNY,CTCP Đầu tư Xây dựng Thanh Niên,"Xây dựng nhà cửa, cao ốc",OTC,3000000
TOP,CTCP Phân phối Top One,Bán buôn hàng tiêu dùng,UPCoM,25350000
TOT,CTCP Vận tải Transimex,Hỗ trợ vận tải,UPCoM,5495000
TOW,CTCP Cấp nước Trà Nóc - Ô Môn,"Nước, chất thải và các hệ thống khác",UPCoM,5318800
TPB,Ngân hàng TMCP Tiên Phong,Trung gian tín dụng và các hoạt động liên quan,HOSE,1071671722
TPC,CTCP Nhựa Tân Đại Hưng,Sản xuất các sản phẩm nhựa và cao su,HOSE,24430596
TPF,CTCP Quản lý Quỹ Tín Phát,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
TPH,CTCP In sách giáo khoa tại Thành phố Hà Nội,Công nghiệp xuất bản - Ngoại trừ internet,HNX,2095985
TPP,CTCP Nhựa Tân Phú,Sản xuất các sản phẩm nhựa và cao su,HNX,20000000
TPS,CTCP Bến Bãi Vận tải Sài Gòn,Hỗ trợ vận tải,UPCoM,5000000
TQN,CTCP Thông Quảng Ninh,Sản xuất các sản phẩm gỗ,UPCoM,3600000
TQW,CTCP Cấp thoát nước Tuyên Quang,"Nước, chất thải và các hệ thống khác",UPCoM,8933200
TR1,CTCP Vận tải 1 Traco,Hỗ trợ vận tải,UPCoM,4592490
TRA,CTCP Traphaco,"Sản xuất hóa chất, dược phẩm",HOSE,41453673
TRACIMEXCO,CTCP Xuất nhập khẩu và Hợp tác Đầu tư GTVT,Hỗ trợ vận tải,OTC,0
TRANCINWA,Công ty TNHH MTV Vận tải và Xếp dỡ Đường thủy Nội địa,Vận tải đường thủy,Khác,0
TRC,CTCP Cao su Tây Ninh,"Sản xuất hóa chất, dược phẩm",HOSE,30000000
TRI,CTCP Nước giải khát Sài Gòn,Sản xuất thực phẩm,OTC,27548360
TRICO,CTCP Đầu tư Thương mại và Xây dựng Giao thông I,"Xây dựng nhà cửa, cao ốc",OTC,8000000
TRS,CTCP Vận tải và Dịch vụ Hàng hải,Vận tải đường thủy,UPCoM,3956769
TRT,CTCP Trúc Thôn,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,11000000
TS3,CTCP Trường Sơn 532,"Xây dựng nhà cửa, cao ốc",UPCoM,3851880
TS4,CTCP Thủy sản Số 4,Sản xuất thực phẩm,HOSE,16160646
TS5,CTCP Trường Sơn 145,Xây dựng công nghiệp nặng và dân dụng,UPCoM,314122
TSB,CTCP Ắc quy Tia Sáng,"Sản xuất trang thiết bị, dụng cụ điện",HNX,6745480
TSC,CTCP Vật tư Kỹ thuật nông nghiệp Cần Thơ,Bán buôn hàng tiêu dùng,HOSE,147648084
TSD,CTCP Du lịch Trường Sơn COECCO,Dịch vụ hành chính và hỗ trợ,UPCoM,1300000
TSG,CTCP Thông tin Tín hiệu Đường sắt Sài Gòn,Hỗ trợ vận tải,UPCoM,3074100
TSJ,CTCP Du lịch Dịch vụ Hà Nội,Vận chuyển du lịch,UPCoM,74800000
TSM,CTCP Xi măng Tiên Sơn Hà Tây,Sản xuất sản phẩm khoáng chất phi kim,OTC,2936140
TSS,CTCP Chứng khoán Trường Sơn,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,4100000
TST,CTCP Dịch vụ Kỹ Thuật Viễn thông,Nhà thầu chuyên môn,HNX,4800000
TTA,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,"Phát, truyền tải và phân phối điện năng",HOSE,135000000
TTB,CTCP Tập đoàn Tiến Bộ,Bán buôn hàng lâu bền,HOSE,51509583
TTC,CTCP Gạch men Thanh Thanh,Sản xuất sản phẩm khoáng chất phi kim,HNX,5992348
TTCExpress,CTCP Chuyển phát nhanh Tín Thành,Dịch vụ bưu điện,OTC,0
TTD,CTCP Bệnh viện tim Tâm Đức,Dịch vụ chăm sóc sức khỏe ngoại trú,UPCoM,15552000
TTE,CTCP Đầu tư Năng lượng Trường Thịnh,"Phát, truyền tải và phân phối điện năng",HOSE,28490400
TTF,CTCP Tập đoàn Kỹ nghệ gỗ Trường Thành,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,HOSE,311198302
TTG,CTCP May Thanh Trì,Sản xuất các sản phẩm may mặc,UPCoM,2000000
TTH,CTCP Thương mại và Dịch vụ Tiến Thành,Bán buôn hàng lâu bền,HNX,37374846
TTJ,CTCP Thủy Tạ,Sản xuất thực phẩm,OTC,3000000
TTL,Tổng Công ty Thăng Long - CTCP,Xây dựng công nghiệp nặng và dân dụng,HNX,41908000
TTN,CTCP Công nghệ và Truyền thông Việt Nam,Viễn thông,UPCoM,24485000
TTP,CTCP Bao bì nhựa Tân Tiến,Sản xuất các sản phẩm nhựa và cao su,UPCoM,14999998
TTR,CTCP Du lịch Thương mại và Đầu Tư,Chăn nuôi,OTC,1993393
TTS,CTCP Cán Thép Thái Trung,Sản xuất các sản phẩm kim loại cơ bản,UPCoM,50800000
TTT,CTCP Du lịch - Thương mại Tây Ninh,Dịch vụ hành chính và hỗ trợ,HNX,4570210
TTV,CTCP Thông tin Tín hiệu Đường sắt Vinh,Hỗ trợ vận tải,UPCoM,1313800
TTZ,CTCP Đầu tư Xây dựng và Công nghệ Tiến Trung,Vận tải đường bộ,HNX,7570444
TUG,CTCP Lai Dắt và Vận tải Cảng Hải Phòng,Hỗ trợ vận tải,UPCoM,2700000
TV1,CTCP Tư vấn Xây dựng Điện 1,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",UPCoM,26691319
TV2,CTCP Tư vấn Xây dựng Điện 2,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",HOSE,36014952
TV3,CTCP Tư vấn Xây dựng Điện 3,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",HNX,8276080
TV4,CTCP Tư vấn Xây dựng Điện 4,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",HNX,15834745
TVA,CTCP Sứ Viglacera Thanh Trì,Bán buôn hàng lâu bền,UPCoM,6300000
TVAC,Công ty TNHH Kiểm toán và Tư vấn Tín Việt,Dịch vụ pháp lý,Khác,0
TVAM,CTCP Quản lý Quỹ Thiên Việt,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,2500000
TVB,CTCP Chứng khoán Trí Việt,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",HOSE,54725873
TVC,CTCP Tập đoàn Quản lý Tài sản Trí Việt,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",HNX,46053425
TVD,CTCP Than Vàng Danh - Vinacomin,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HNX,44962864
TVFC,Công ty Tài chính TNHH MTV Cộng Đồng,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
TVG,CTCP Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",UPCoM,2029589
TVH,CTCP Tư vấn Xây dựng công trình Hàng hải,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",UPCoM,4004000
TVI,CTCP Đầu tư Truyền hình,Viễn thông,OTC,0
TVM,CTCP Tư vấn Đầu tư mỏ và Công Nghiệp - Vinacomin,"Dịch vụ tư vấn quản lý, khoa học và kỹ thuật",UPCoM,2400000
TVMC,CTCP Quản lý Quỹ đầu tư Thành Việt,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
TVN,Tổng Công ty Thép Việt Nam - CTCP,Sản xuất các sản phẩm kim loại cơ bản,UPCoM,678000000
TVP,CTCP Dược phẩm TV.Pharm,"Sản xuất hóa chất, dược phẩm",UPCoM,11087936
TVS,CTCP Chứng khoán Thiên Việt,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",HOSE,98235174
TVSI,CTCP Chứng khoán Tân Việt,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,500000000
TVT,Tổng Công ty Việt Thắng - CTCP,"Sản xuất sợi, vải",HOSE,21000000
TVU,CTCP Công trình Đô thị Trà Vinh,"Nước, chất thải và các hệ thống khác",UPCoM,1750000
TVW,CTCP Cấp thoát nước Trà Vinh,"Nước, chất thải và các hệ thống khác",UPCoM,14597860
TW3,CTCP Dược Trung ương 3,"Sản xuất hóa chất, dược phẩm",UPCoM,1750000
TXM,CTCP VICEM Thạch cao Xi măng,Sản xuất sản phẩm khoáng chất phi kim,HNX,7000000
TYA,CTCP Dây và Cáp Điện Taya Việt Nam,"Sản xuất trang thiết bị, dụng cụ điện",HOSE,6134773
TaiChinhBIDV,CTCP Đầu tư Tài chính BIDV,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
TamViet,Công ty TNHH Kiểm toán Tâm Việt,Dịch vụ pháp lý,Khác,0
TanHung,CTCP Đầu tư Tấn Hưng,"Xây dựng nhà cửa, cao ốc",OTC,50000000
TanLam,CTCP Nông sản Tân Lâm,Hoạt động hỗ trợ cho nông lâm nghiệp,OTC,1100000
TanMai,CTCP Tập đoàn Tân Mai,Sản xuất giấy,OTC,78074927
TanManh,Công ty TNHH Thiết kế Kiến trúc Xây dựng Tấn Mạnh,"Xây dựng nhà cửa, cao ốc",Khác,0
TanPhat,CTCP Tấn Phát,"Xây dựng nhà cửa, cao ốc",OTC,12000000
TanTan,CTCP Tân Tân,Cửa hàng đồ nội thất và đồ dùng gia đình,OTC,0
TanThanhMy,CTCP Tân Thành Mỹ,Hỗ trợ vận tải,OTC,2900000
TanTien,CTCP Dệt Tân Tiến,"Sản xuất sợi, vải",OTC,9671100
TapPham,CTCP Xuất nhập khẩu Tạp Phẩm,Bán buôn hàng tiêu dùng,OTC,0
TapPhamSG,CTCP Đầu tư và Thương mại Tạp phẩm Sài Gòn,Bán buôn hàng tiêu dùng,OTC,0
TauBienHP,CTCP Cung ứng Tàu biển Hải Phòng,Hỗ trợ vận tải,OTC,0
TauCuoc,CTCP Tàu Cuốc,"Xây dựng nhà cửa, cao ốc",OTC,0
TayHo,CTCP Đầu Tư và Xây dựng Tây Hồ,"Xây dựng nhà cửa, cao ốc",OTC,9000000
TayHoHousing,CTCP Đầu tư Phát triển Nhà và Xây dựng Tây Hồ,"Xây dựng nhà cửa, cao ốc",OTC,0
TayHoQP,CTCP Đầu Tư và Xây lắp Tây Hồ,"Xây dựng nhà cửa, cao ốc",OTC,0
TayNinh,CTCP Đo đạc Địa chính Tây Ninh,Hành chính công,OTC,0
TechGen,CTCP Kỹ thuật Công nghệ Sài Gòn,Dịch vụ nghiên cứu và phát triển khoa học,OTC,0
TechcomCapital,Công ty TNHH Quản lý Quỹ Kỹ Thương,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Khác,0
Tecserco,CTCP Kỹ Thuật Thương mại Dịch vụ Cảng Sài Gòn,"Sản xuất thiết bị, máy móc",OTC,1998000
TediSouth,CTCP Tư vấn Thiết kế Giao thông Vận tải Phía Nam,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",OTC,0
TelecomCambodia,Công ty Viễn thông Campuchia,Viễn thông,Campuchia,0
ThachBan,CTCP Thạch Bàn,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
ThaiHoaCapNuoc,Công ty TNHH MTV Cấp nước Thái Hòa,"Nước, chất thải và các hệ thống khác",Khác,0
ThanVinacomin,Tập Đoàn Công Nghiệp Than - Khoáng Sản Việt Nam,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),Khác,0
ThangLong,Công ty TNHH Kiểm toán và Định giá Thăng Long - T.D.K,Dịch vụ pháp lý,Khác,0
ThangLong9,CTCP Xây dựng Số 9 Thăng Long,"Xây dựng nhà cửa, cao ốc",OTC,0
ThangLongAudit,Công ty TNHH Kiểm toán Thăng Long,Dịch vụ pháp lý,Khác,0
ThangLongGTC,CTCP Thăng Long GTC,Bán buôn hàng lâu bền,OTC,0
ThangLongTSC,CTCP Cơ giới và Xây dựng Thăng Long,"Xây dựng nhà cửa, cao ốc",OTC,0
ThanhBinh,CTCP Thanh Bình,Sản xuất thực phẩm,OTC,0
ThanhCong,CTCP Thành Công,"Xây dựng nhà cửa, cao ốc",OTC,0
ThanhHoaAudit,Công ty TNHH Kiểm toán Thanh Hoá,Dịch vụ pháp lý,Khác,0
ThanhHoaPort,CTCP Cảng Thanh Hóa,Hỗ trợ vận tải,OTC,0
ThanhLe,CTCP Bao Bì Thanh Lễ,Sản xuất giấy,OTC,0
ThanhMinhNhat,Công ty TNHH Dịch vụ Kiểm toán Thanh Minh Nhật,Dịch vụ pháp lý,Khác,0
ThanhNienMedia,CTCP Tập đoàn Truyền thông Thanh niên,"Quảng cáo, quan hệ công chúng và dịch vụ liên quan",OTC,0
ThanhThanhCong,CTCP Thành Thành Công,Sản xuất thực phẩm,OTC,0
ThaoNguyenXanh,Công ty TNHH Kiểm toán Thảo Nguyên Xanh,Dịch vụ pháp lý,Khác,0
ThepDinhVu,CTCP Thép Đình Vũ,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
ThepNinhBinh,CTCP Bê tông - Thép Ninh Bình,"Xây dựng nhà cửa, cao ốc",OTC,0
