Code,Name,IndustryName,Exchange,TotalShares
SD1,CTCP Sông Đà 1,"Xây dựng nhà cửa, cao ốc",UPCoM,5000000
SD2,CTCP Sông Đà 2,Xây dựng công nghiệp nặng và dân dụng,HNX,14423536
SD3,CTCP Sông Đà 3,"Phát, truyền tải và phân phối điện năng",UPCoM,15999356
SD4,CTCP Sông Đà 4,Xây dựng công nghiệp nặng và dân dụng,HNX,10300000
SD5,CTCP Sông Đà 5,Xây dựng công nghiệp nặng và dân dụng,HNX,25999848
SD6,CTCP Sông Đà 6,Xây dựng công nghiệp nặng và dân dụng,HNX,34771611
SD7,CTCP Sông Đà 7,Xây dựng công nghiệp nặng và dân dụng,UPCoM,10600000
SD8,CTCP Sông Đà 8,Xây dựng công nghiệp nặng và dân dụng,UPCoM,2800000
SD9,CTCP Sông Đà 9,Xây dựng công nghiệp nặng và dân dụng,HNX,34234000
SDA,CTCP Simco Sông Đà,Dịch vụ hành chính và hỗ trợ,HNX,26206158
SDB,CTCP Sông Đà 207,"Xây dựng nhà cửa, cao ốc",UPCoM,11000000
SDBP,CTCP Sông Đà Bình Phước,"Xây dựng nhà cửa, cao ốc",OTC,7000000
SDC,CTCP Tư vấn Sông Đà,Dịch vụ thiết kế chuyên biệt,HNX,2609710
SDD,CTCP Đầu tư và Xây lắp Sông Đà,Xây dựng công nghiệp nặng và dân dụng,UPCoM,16007685
SDE,CTCP Kỹ thuật Điện Sông Đà,Xây dựng công nghiệp nặng và dân dụng,UPCoM,1751092
SDF,Công ty Tài chính Cổ phần Sông Đà,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,68600000
SDG,CTCP Sadico Cần Thơ,Sản xuất giấy,HNX,7139997
SDH,CTCP Xây dựng Hạ tầng Sông Đà,"Xây dựng nhà cửa, cao ốc",UPCoM,20950000
SDI,CTCP Đầu Tư và Phát triển Đô Thị Sài Đồng,Phát triển bất động sản,Khác,119995800
SDJ,CTCP Sông Đà 25,"Xây dựng nhà cửa, cao ốc",UPCoM,4343700
SDK,CTCP Cơ khí Luyện kim,"Sản xuất thiết bị, máy móc",UPCoM,2600000
SDL,CTCP Sông Đà - Hoàng Long,"Xây dựng nhà cửa, cao ốc",OTC,0
SDN,CTCP Sơn Đồng Nai,"Sản xuất hóa chất, dược phẩm",HNX,1518218
SDNT,CTCP Sông Đà - Nha Trang,"Xây dựng nhà cửa, cao ốc",OTC,0
SDP,CTCP SDP,Bán buôn hàng lâu bền,UPCoM,11114472
SDS,CTCP Xây lắp và Đầu tư Sông Đà,"Xây dựng nhà cửa, cao ốc",OTC,0
SDT,CTCP Sông Đà 10,Xây dựng công nghiệp nặng và dân dụng,HNX,42732311
SDU,CTCP Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Bất động sản ,HNX,20000000
SDV,CTCP Dịch vụ Sonadezi,Dịch vụ quản lý và tái chế chất thải,UPCoM,5000000
SDX,CTCP Phòng cháy Chữa cháy và Đầu tư Xây dựng Sông Đà,"Xây dựng nhà cửa, cao ốc",UPCoM,2250000
SDY,CTCP Xi măng Sông Đà Yaly,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,4500000
SEA,Tổng Công ty Thủy sản Việt Nam - CTCP,Chăn nuôi,UPCoM,125000000
SEB,CTCP Đầu tư và Phát triển Điện Miền Trung,"Phát, truyền tải và phân phối điện năng",HNX,31999969
SEC,CTCP Mía đường - Nhiệt điện Gia Lai,Sản xuất thực phẩm,OTC,38999876
SED,CTCP Đầu tư và Phát triển Giáo dục Phương Nam,Công nghiệp xuất bản - Ngoại trừ internet,HNX,10000000
SEL,CTCP Sông Đà 11 Thăng Long,"Xây dựng nhà cửa, cao ốc",OTC,5000000
SEP,CTCP Tổng Công ty Thương mại Quảng Trị,Trồng trọt,UPCoM,8400000
SFA1,Quỹ đầu tư Chứng khoán Sài Gòn A1,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,0
SFA2,Quỹ đầu tư Chứng khoán Sài Gòn A2,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,0
SFC,CTCP Nhiên liệu Sài Gòn,Trạm xăng,HOSE,11291459
SFG,CTCP Phân Bón Miền Nam,"Sản xuất hóa chất, dược phẩm",HOSE,47897333
SFI,CTCP Đại lý Vận tải SAFI,Hỗ trợ vận tải,HOSE,15085305
SFN,CTCP Dệt lưới Sài Gòn,Sản xuất các sản phẩm nhựa và cao su,HNX,3000000
SFT,CTCP Softech,Công nghiệp xuất bản - Ngoại trừ internet,OTC,3000000
SGAudit,Công ty TNHH Kiểm toán và Tin học Sài Gòn,Dịch vụ pháp lý,Khác,0
SGB,Ngân hàng TMCP Sài Gòn Công Thương,Trung gian tín dụng và các hoạt động liên quan,UPCoM,308000000
SGC,CTCP Xuất nhập khẩu Sa Giang,Sản xuất thực phẩm,HNX,7147580
SGCLInresco,CTCP Đầu tư và Địa ốc Sài Gòn Chợ Lớn,"Xây dựng nhà cửa, cao ốc",OTC,0
SGD,CTCP Sách Giáo dục tại Thành phố Hồ Chí Minh,Công nghiệp xuất bản - Ngoại trừ internet,HNX,4137000
SGDiamond,CTCP Sài Gòn Kim Cương,Chăn nuôi,OTC,0
SGH,CTCP Khách sạn Sài Gòn,Khách sạn và phòng ở,HNX,12364100
SGIC,CTCP Quản lý Quỹ đầu tư SGI,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
SGN,CTCP Phục vụ Mặt đất Sài Gòn,Hỗ trợ vận tải,HOSE,33581691
